EventClassIDs,EventClassNames
e8a83f65-3d9f-486e-8f17-9fbaccf9f8d8,Owner removed from group
4badfb38-41f5-4910-bdc8-ed9b76b0bfdf,Group member added
1cce785d-5d6a-4e7b-b632-60bdb309157e,Group member removed
5badfb38-41f5-4910-bdc8-ed9b76b0bfd8,Member added to group
3bbe785d-5d6a-4e7b-b632-60bdb3091578,Member removed from group
040b57eb-ce05-4209-927a-fa236e6e0808,Domain FSMO role owner moved
69c9edd3-0265-480c-ad86-a8967f3050a2,Owner changed on computer object
0a0ba7f6-8bd8-4810-8847-3c1d9df299ef,Group deleted
f947ed56-d3d4-4c2f-87bc-597208cac42d,Azure Active Directory sign-in event
17af03ab-2bd8-4100-b39d-16ccb3f67f1f,Primary E-mail Address changed
9f9ce218-21dc-4f51-88f9-a04ac24593be,Mailbox - Primary SMTP Address
804b44a0-dcfa-44fe-90af-80ef4e5f1b34,Azure Active Directory - Application event
8d8028c6-926c-4ef5-bcd4-41b0f03a7867,Azure Active Directory - Directory event
994c200b-1049-43f8-a23f-f0ee27f36550,Set group license
b274cbc4-6915-42d8-9a8b-d8894cff2d39,User authenticated through NTLM
56153980-5d63-413d-9cc8-d67e74408635,Exchange group added
f7e5630b-b882-4ffb-88fd-3435d7b71f3f,Query policy added
5898e913-5cf6-4405-a2e5-27fc867ad488,Query policy removed
df38a4b3-0771-4690-8838-13bb598cdfee,Local share folder path changed
eebf2778-4e45-4feb-bf48-c7d92b5c312c,Failed share access (NTFS permissions)
d641af2f-3263-4dfc-a99e-ba9c149cd4ba,Failed share access (Change Auditor Protection)
11a7a2ca-a5bf-482d-99be-9cf32a040043,Dynamic computer object added
eb6b924f-d5c9-4700-8563-fe55c4bb2bbd,Dynamic computer object changed
966b57c9-1ac3-4b7e-80b6-cdeb49c51b31,Dynamic computer object removed
a4f18409-fdd7-40f7-b181-22f8a0aeb42f,Security audit log rolled over
886ee40a-4a08-4e1a-8df5-6208bb890a03,Owner changed on group object
084880ed-3477-4435-8e95-f4f310a9167c,Automatic Intersite topology generation role changed
eba51243-280f-4fa4-a126-2a6de5a3abb2,Automatic intersite topology generator for the site has been disabled
64f08eee-aa9b-458b-bc5d-c111b3180bff,Automatic intersite topology generator for the site has been enabled
a8c80bc1-ccba-4f18-b31d-2b927a1c5cc9,Automatic intrasite topology generation for the site has been enabled
83cb675f-2dfd-4060-986e-dcd3c02326ea,Automatic intrasite topology generator for the site has been disabled
f600ec85-0fc8-4afb-afeb-1734513981e7,Domain controller moved to site
92d7b469-d9b7-4c88-8876-545567015239,Site group policy order changed
a03673d0-2dd7-4789-b9de-9789a9be48c3,Site license server changed
cf2b5318-55a0-4b92-aa1e-54c98d24c7d9,Site link added to site link bridge
388d4985-7b69-4a98-a539-83d98b78c20e,Site link removed from site link bridge
ef58beea-9f6f-41d3-afd1-ef4e4024b36b,Inter-site compression setting changed
6d9bf0a5-99e8-4563-8ac8-e522de257fd8,Interval changed
c2c6bc5c-9dde-4fc5-ac72-a6a7d57fb0ee,Link cost changed
f9582d48-23de-473a-a84b-876003ea047a,Schedule changed
4c497125-07a2-452c-9915-74bc7de8e728,Site added to site list
816df060-b7cf-497f-9218-64bc5a2ff0a1,Site removed from site list
1f38463e-fa98-48f7-9fb9-c6a77512eeaf,A user accessed a cloud storage site
66d208d4-43f2-4a2a-8f6f-caf2e5f05b31,A user downloaded a file from a cloud storage site
78bb32f4-e003-4edf-b8bf-8ab83fc6f2b6,A user uploaded a file to a cloud storage site
42490871-1705-402c-8689-54b71f306812,A user was blocked from accessing a cloud storage site
08b585fe-fe9d-4881-b647-b40bfc1fa6d2,A user was blocked from downloading a file from a cloud storage site
16a3b32f-95a8-4272-97d0-75a00d75ac09,A user was blocked from uploading a file to a cloud storage site
be6c8076-4f7f-4fff-be78-fb512f8ed4a9,A user accessed a web site
bec81109-eb30-4a73-b583-8407cda25974,A user was blocked from accessing a web site
06810b76-750c-452e-a1c6-8baafb2d39f7,Authentication Services Computer Object Deleted
4afe4c21-f848-498d-9d85-b3e8b4fb570c,Subordinate OU renamed
774123ce-e4f9-47be-8f68-7ecc11e4e5ec,Authentication Services Computer Object Added
a883a21b-20f3-4f37-9959-7b2f51f5fe45,Subordinate OU removed
fca32d87-0280-4a5f-9664-b7df493c12d8,Authentication Services GPO Setting Changed
2852df62-4a0c-4149-ae81-c58057abdfca,File auditing changed
e14223dd-0dda-44fd-a57a-b0ade3e7f59b,Folder auditing changed
2ff191aa-e362-49e4-a27a-c10efbea92ef,File deleted
f46f5d55-f739-468c-bc4a-bedd828a430b,Folder deleted
3b0c2b57-b3d3-4833-9ab3-e23ae038e10b,ServicePrincipalName added to user object
d4e14f67-8fd5-45e1-b011-8db5e41a95f9,ServicePrincipalName removed from user object
eafe70cb-1a69-4215-b24b-5e9fcb6f2376,Subnet site assignment changed
613695b0-eb02-4ae7-8ef5-e171adf1b73d,File moved
d470ab60-e9de-46a4-bc96-ce7718636622,Folder moved
77d4cd2b-02a8-4397-8ca0-af8267699337,File created
585c5b51-f258-46be-b64a-f19eb0442b70,Folder created
aa1ac7bc-cb82-40c8-9637-f90b0d6c3edb,File ownership changed
b5c6ce16-b4cb-4259-9643-05023aaf046a,Folder ownership changed
e7437606-10e8-4146-ade0-0ac73008115a,File access rights changed
d3c457a9-421e-45d5-9fc1-575fb1962215,Folder access rights changed
c4f56e5c-bf2d-4132-bb95-0ccd1b4fa84c,Azure Active Directory - Administrative Units event
86157baf-320d-43f8-a546-3fc9d3c1dc4f,Closed risk event status changed to active
0bd5ea19-45fe-4dc8-96a9-7e0b0c2b5e56,Closed risk event detected
a0f5e8d7-8541-4ca1-a2cd-b4d00322effe,An unknown user download a file from a cloud storage site
f24fb6fc-9fbb-48a5-8f28-d33b3677dc14,An unknown user uploaded a file to a cloud storage site
8588ecfd-4901-4e97-ad19-1fe0d66eb2ef,An unknown user was blocked from accessing a cloud storage site
abb9628f-ba66-4869-8c65-90513d34e248,An unknown user was blocked from downloading a file from a cloud storage site
f34d02d4-1510-4fb0-bd2b-674c86386e58,An unknown user was blocked from uploading a file to a cloud storage site
8d222af6-c24d-470e-bf91-13700817f402,An unknown user accessed a cloud storage site
c3ce21b1-d27b-42f6-9047-4f086f9aec6a,Local group added
3b996d7e-8315-492c-92e2-90c391874587,Member added to local group
c1dbf1b5-35be-a1b3-0986-1263bc624685,Member added to security group
6b584383-e8af-4429-8c74-575cda29bf96,SYSVOL folder access rights changed
4a8f07e8-dc66-4042-b9c6-4eb15225b6d3,Member Added To An Exchange Administrators group
3dc78d64-7661-4805-9424-1f4c23de53f8,Registry key DACL changed
1044f317-65fc-4a3e-8bb2-d04dabc6e4b2,DACL changed on OU object
74eb2adf-7918-4030-b3f5-42d2e4435425,NETLOGON AutoSiteCoverage flag changed
acb96043-bffa-45c8-84a7-f7d93f4301e5,NETLOGON CloseSiteTimeout parameter changed
e01cb2f1-3794-4bcd-aace-fbbb40556b43,NETLOGON diagnostic logging parameter changed
361f1751-7362-4a6e-91f3-31c1d85ef8c9,NETLOGON GcSiteCoverage parameter changed
6abd4b90-ead5-4a53-8f83-d455aceea425,NETLOGON LdapSrvPriority parameter changed
5abdc2c4-6085-435b-b8c6-221edbe03c35,NETLOGON LdapSrvWeight parameter changed
c7c92db7-b542-42cd-972a-61d472990cd3,NETLOGON SiteCoverage parameter changed
2b5998fb-5279-4412-8233-6269fb1862af,NETLOGON SiteName parameter changed
ab43e288-fb8d-4878-af41-b1f735bf4af0,Azure Active Directory - Role event
4efe9fe5-9ee7-4565-9c3c-cb0acb8cda8c,Dynamic group object added
14a0e61d-0dc6-4799-bf95-9f3c7cd611f3,Dynamic group object changed
4af75f10-3cc7-44bf-8914-18bee0fea1ff,Dynamic group object removed
7b36d41f-ef63-4473-926a-0022ea622224,Failed Active Directory Federation Services sign-in
4e72ef0c-44ea-46af-bb37-da30c9007acd,Crash on Audit Fail Policy changed
463ffe04-1c1e-4e91-8f36-833447cae62f,Security Event Log Cleared
32b8839a-acaa-43ab-8999-7ffaec961ead,Azure Active Directory - Group event
cb6cc6c9-36bc-4658-a3ff-247800168772,Group added
f27ec8b1-806f-4a2f-b08d-5ca8ffa1109a,Group Description property changed
2e615a9d-3efa-47df-97fe-3eba09229a1b,Group DisplayName property changed
56707f89-3c25-4306-85df-67ab97f5119c,Group GroupType property changed
dc3f936b-7af8-4937-a953-0335fa6a3549,Group IsPublic property changed
bddee761-53ee-4944-945b-ec39e633819a,Group MailNickName property changed
a0e94044-cd46-456a-b863-24b3e1ef26e0,Group MembershipRule property changed
6d941a77-587e-465a-9b0b-4fe2fbf4bd49,Group MembershipRuleProcessingState property changed
bbf1922d-18f4-45d6-8cc3-8b813f37c111,Group SecurityEnabled property changed
7411f780-63e2-40a6-96da-e3e29de2acc5,Group updated
dfd47532-6a2e-4797-a6f8-2920ca768710,Set group to be managed by user
55d531eb-45d7-4525-b0a9-46f2fd88cb0e,Memory amount changed
9cc65742-a4e5-4768-bae2-39bea147c7b0,Disk size changed
7aa1237b-9efa-4f94-89cb-6ce8111137f8,User Login Session Event
4b1a3dd2-ddeb-4f15-b08a-f8bc64b97d4d,User Logout Session Event
edd3f56d-7531-48f5-90a8-60d3aa79c927,Authorization Event
878b2408-b3a9-4920-9820-115208151c2e,Already Authenticated Session
84e993e6-04ad-4d70-97ef-3824ed2c4e93,Audit Authenticate Server Operations
1ea450d7-09ff-49d2-8ca5-8bea063ad03d,Defender Access Node Added
d61a1ddc-e7a6-43f7-b8d8-88e8198df839,Defender Access Node Removed
5f8b64c6-3d9e-4ef9-8b42-94c6c3c5fc80,Defender License Added
d8068529-fac5-4667-998a-b50cb82104e9,Defender License Removed
d0002321-7d1c-40e2-8221-7804d62ae8a8,Defender License Usage Changed
05b334ad-bb78-4674-97af-ed88bae34c50,Defender Password Changed
cc54267e-332e-48dc-bdcf-8fd633a2073a,Defender Password Cleared
a29dd0df-052c-4b8e-a148-553a01eadc0f,Defender Password Expiry Cleared
92eda85b-0f33-42f5-896e-e2506624d66d,Defender Password Expiry Set
2b6cd53e-962b-46ef-a7ec-b7873ff16446,Defender Password Set
6f6c3fdb-7e55-4d5f-babc-6349da36a046,Defender Policy Added
bc68f765-2745-424e-a15d-73399983fd4f,Defender Policy Changed for Access Node
25dc326c-9c79-4c8c-9a7f-b6c006a43c0f,Defender Policy Changed for Group
bd4b1fb6-0543-4583-8597-36ce8342907d,Defender Policy Changed for Security Server
61e5b468-a920-4585-9cdc-b96c5dcf7578,Defender Policy Changed for User
f5e3c801-f0f9-4d6b-bc3e-d91547a86f01,Defender Policy Removed
66eec669-3544-4898-aa8a-54ba4c51eb02,Defender RADIUS Payload Added
cf08f35a-e9bc-48f5-9c5f-ba1852e20b4a,Defender RADIUS Payload Changed for Access Node
aaa0545c-4969-4c9e-8855-220b630f6b37,Defender RADIUS Payload Changed for Group
a502f002-4f96-4570-908b-c635357874f3,Defender RADIUS Payload Changed for Security Server
46e637e8-0307-4b96-817d-005fbddaa0cc,Defender RADIUS Payload Changed for User
03e50451-4055-4604-b3da-5a8ef9d538d0,Defender RADIUS Payload Removed
85c39fd8-91e4-495c-bc5b-6b0505ae3b12,Defender Security Server Added
e5afa292-ca83-40ad-846b-2cc0cb1b459a,Defender Security Server Assigned to Access Node
64432cb2-c845-4a5e-b83d-65c1124d8dd7,Defender Security Server Removed
faa0d0c2-653a-444d-afbc-a134c3e488dc,Defender Security Server Unassigned to Access Node
d5ecf2f5-3c6b-4972-b90e-942c7151e82e,Defender Token Added
f1b28760-0cce-4318-a7ef-063aa2b653eb,Defender Token Assigned
0180cc6b-62a3-4d70-bf40-34411af132c2,Defender Token License Added
c01c0de6-4c9d-44a4-bb53-d98cae543bb7,Defender Token License Removed
1ff0931c-3b53-4d3c-80ee-5b68abfdcf5f,Defender Token License Usage Changed
ae7a8044-60ca-4d18-bfb1-ad6ece513fe6,Defender Token PIN Changed
be2d4587-f85b-4b5e-9799-be1c52ad20be,Defender Token PIN Cleared
bb9f7064-8ae0-4316-aacd-5b96741eb536,Defender Token PIN Expiry Cleared
6b48e87c-3519-4b18-bfcc-f0e10293aaef,Defender Token PIN Expiry Set
45d05494-fad9-4a24-98a5-8f3262f84e89,Defender Token PIN Set
8fd6b609-e4de-42bf-b15f-3a983c56cfcb,Defender Token Removed
16676d81-778b-4b3c-8294-8e937ec6a994,Defender Token Temporary Response Cleared
6ad17b6d-796e-44a3-a810-83126e6046af,Defender Token Temporary Response Expiration Changed
07def6a6-c79e-4ed0-89c6-d1e2ca927e70,Defender Token Temporary Response Set
e400a990-1c75-4123-834c-4348a8a41928,Defender Token Temporary Response Usage Changed
219199d4-edff-428e-b572-3b8d9398c917,Defender Token Unassigned
f0ca6b19-347a-48ed-8cb1-263878a7c079,Member Added to Access Node
c18b412f-e3f3-4e08-a22a-dde5b4bfebee,Member Removed from Access Node
d2f8aef1-abae-46a6-9e01-a0d26b372ee0,User Reset Count Changed
4f141a4f-845c-45cc-a4d7-468898562045,User Violation Count Changed
e53966c8-bef0-4279-bbff-7b3cd6d5a906,Accept Messages Except From list changed for group
9f598eed-f328-4eb1-93d1-fcee6a211472,Accept Messages Only From list changed for group
9e05ad3b-3c65-4ae5-a55a-da7b5bb3f831,Alias changed for Group
ae6ba9aa-8ab9-4b6d-8f95-9e4333c89227,Authenticated Users delivery restriction changed for group
5adebd37-eb97-43dc-851e-84f44eda10a3,Custom Attribute 1 Changed For Group
1f8af87c-553b-44e7-8468-97134ae81fb0,Custom Attribute 10 Changed For Group
a1cf30fd-dfd6-4e38-ba8b-a3cceb7dccc3,Custom Attribute 11 Changed For Group
1179b5ff-05a0-40a2-ab2c-4a9d88c3b017,Custom Attribute 12 Changed For Group
c662b316-8c75-443b-85cb-5b2253ddcbd1,Custom Attribute 13 Changed For Group
c1b2d219-62fc-4962-b488-18afe9e64e94,Custom Attribute 14 Changed For Group
616b9654-fe39-488f-a8cd-86f8bfe6ea39,Custom Attribute 15 Changed For Group
a805dc67-186b-435b-af18-999b464c0417,Custom Attribute 2 Changed For Group
b1a8581b-41e1-4efa-92e6-ce821aa07894,Custom Attribute 3 Changed For Group
a3065f2e-f53d-41ff-b9ec-ccbba83ff455,Custom Attribute 4 Changed For Group
fce1dc0c-63d5-4502-86a9-3e938397b61a,Custom Attribute 5 Changed For Group
74dab968-95db-46fa-a8bd-41cf00e681c8,Custom Attribute 6 Changed For Group
1a85f35b-5429-4a81-806c-de41ba6d6d1b,Custom Attribute 7 Changed For Group
da87b6c0-87f2-47c9-8080-6feaca59cabd,Custom Attribute 8 Changed For Group
ecd057a1-8d71-4668-8d34-f1c1bc660ad1,Custom Attribute 9 Changed For Group
4e7427e9-b0ac-411e-96fc-e84ba4f419fe,Distribution List - Accept messages only from senders in following list changed
ae2966cb-189e-4d30-8370-8079a3ce14f6,Distribution List - Address list membership changed
125f1e8d-8b4f-4862-9261-68eac3f21c52,Distribution List - Alias changed
3afcdadf-4868-47f8-b3f7-fe5291bc6381,Distribution List - Bypass moderation list changed
259be297-8c4f-42c2-8c4b-d6da47a42957,Distribution List - created
9316e377-1f80-44d5-bec6-9f37c1660a25,Distribution List - Custom Attribute 1 changed
5c6a1bb7-6e34-416e-8349-e0deaa95f8d4,Distribution List - Custom Attribute 10 changed
fcb12fa6-c636-49a2-b7fc-acb5fe6d92c6,Distribution List - Custom Attribute 11 changed
43e30d88-dff9-44f2-9d93-3fefdcb7d376,Distribution List - Custom Attribute 12 changed
b3b00831-94cc-46fc-8ca0-e9c226a2054b,Distribution List - Custom Attribute 13 changed
07a919fb-3cda-48df-98e2-40c9b654311e,Distribution List - Custom Attribute 14 changed
0262f2ab-37b8-4ed9-815c-fd88d1f8bca6,Distribution List - Custom Attribute 15 changed
d2735b1a-ed84-4675-966a-01627f528ecc,Distribution List - Custom Attribute 2 changed
b03a1b64-a5f6-4cdd-a907-579ac7f6c1d6,Distribution List - Custom Attribute 3 changed
35a06ff2-9831-48c7-aa91-c9be91cb1e80,Distribution List - Custom Attribute 4 changed
9874fa05-269b-44e4-a39b-e13545940e97,Distribution List - Custom Attribute 5 changed
7cb2087d-bc77-4742-85bd-90029e2dd626,Distribution List - Custom Attribute 6 changed
8b0baa61-67f2-43b8-8e0d-42ca930e52fc,Distribution List - Custom Attribute 7 changed
403e08b1-49e9-4c03-ba06-c2f2c98ee140,Distribution List - Custom Attribute 8 changed
832db19c-c030-4f79-82ed-0ec58a0c98fa,Distribution List - Custom Attribute 9 changed
02951d5d-4e16-4230-a916-8590270792cc,Distribution List - deleted
75f32002-977a-4a63-b11c-44bb907cbd62,Distribution List - disabled
f81edf47-507d-4ba3-8fc9-85e66557d225,Distribution List - Display name changed
60d1257a-9e33-4614-8c5b-752bfe075a3b,Distribution List - Email Address Policy Enabled changed
cf6ad9d1-46f7-484e-9f24-fe89ee33a506,Distribution List - Email addresses changed
dae4e266-a623-4274-a5a9-aaca4fce63e5,Distribution List - enabled
4889c381-17b0-40eb-83e1-b9d477f26955,Distribution List - Expansion Server changed
8556e786-f8d4-4c62-a840-24e8c6258433,Distribution List - Group moderator list changed
2266fa10-bc56-4bc6-bbde-f6db13263419,Distribution List - Hidden from address lists changed
b56089d5-6b3a-4bd2-9473-827c0289e68b,Distribution List - Managed by changed
2ef7f327-16b3-41c5-9f69-aa5432a0dfd1,Distribution List - Maximum message size changed
ed3a8c1b-cb50-44ed-982a-1c5310ce6567,Distribution List - Member depart restriction changed
4fc57f67-be0a-48a1-a220-8b7957d0c860,Distribution List - Member join restriction changed
7b2a1df3-8938-42ec-bd63-7c5ea00e6cc4,Distribution List - Messages sent to this group have to be approved by moderator changed
0b0e0026-d4ae-412c-afba-819f06609f3c,Distribution List - Name (pre-Windows 2000) changed
704129f3-1039-4c9e-8b77-25d1915d7b1e,Distribution List - Name changed
69079690-274c-42e7-8c6f-7c121168f33a,Distribution List - Primary SMTP address changed
425aefb7-acef-483b-8334-bda631938117,Distribution List - Reject messages from senders changed
09f02238-f18d-4906-b871-09b972fae92d,Distribution List - Require sender authentication changed
b43dfbac-fcc2-40ff-8139-920afd876874,Distribution List - Send delivery reports to group manager changed
e238d184-5ef4-4814-899f-9f43edeb8b04,Distribution List - Send delivery reports to originator changed
a7c6537a-c4f3-4ce5-b5b8-770f38c7f1d1,Distribution List - Send out of office message to originator changed
cd1a9a42-6714-49da-8505-82e11af0602e,Distribution List - SendModerationNotifications changed
864bc633-a9f0-4d2f-ba67-3dc5ce4179d7,Distribution List - Simple display name changed
bb8fcd5a-4a75-470e-b8dc-32dd471e1eee,Distribution list display name changed
b7a73394-cabd-41e3-bd7d-2750f4536ef7,Distribution list Expansion Server changed
88b15dd9-f096-48fb-90a7-cd4f7505e8ef,Email addresses changed for group
82b8eb27-0f8c-41f1-a922-9e00f67539bc,Hide Group from Exchange Address Lists changed
87c5db41-11b0-4224-8b34-942d95a565c4,Mail disabled for group
aa5bf33e-010e-45e5-b658-4aeae3b5306d,Mail enabled for group
da7da44e-c25f-4884-af72-a4a8f135af7b,Message Size Limit Changed For Group
6cf096bf-9dd1-4462-b2b2-ac7c2a8fe1b3,Primary E-mail Address Changed For Group
882ae74c-438b-4f52-8cfb-1b3d8a43d762,Send Delivery Reports to Group Owner changed
5c91dcd8-a829-4a6c-950f-a3330865f571,Send Delivery Reports to Message Originator changed
8dc326a3-f75b-4ed4-8726-d38e6cb67514,Send Out-of-office Messages to Originator changed
d13a920b-cd3e-459f-b756-bc2bf3fb8074,Alternate UPN suffix added to enterprise
ef9eb855-e05c-459c-9314-d4b01beff7b5,Alternate UPN suffix removed from enterprise
361f93d3-467d-43bb-8a20-5092ac13014d,Domain removed
e8e4f280-3023-4cc8-9baf-fc9bead4ecb2,Extended access right added
b7e9646d-1b12-4f25-b119-3e93181d4dc4,Extended access right removed
c48e487e-e486-46bf-950c-c6e0668d71a6,Forest functional level changed
242eaa3c-d21b-408b-a17b-21ded5fe14e6,Subnet added
5d71dbbe-2103-418b-ab94-329169df9502,Subnet removed
ac0f4b22-031e-4d60-bd7b-94771a6e683a,Attribute added to optional attributes
a1263721-53b7-4e50-8404-719fa3175e90,Attribute removed from optional attributes
37ed70f2-779b-4b8d-998c-71186ebaa85b,Class removed from auxiliary classes in schema
3764e579-ead4-4993-b2e0-9f9cc7ead840,Class removed from possible superiors in schema
9d220770-f303-4a4e-a243-ac4c151e6966,New class added to auxiliary classes in schema
b36a5a7a-de65-4c2a-837b-934b89089485,New class added to possible superiors in schema
1940528f-cbea-427a-8ebf-bb58122f9f9d,Schema attribute added
6c2c6442-a8ee-4603-bf46-75d674d2f8b8,Schema attribute Confidential flag changed
ee9bf9e9-2748-46ee-a2a7-8aa9e99d9979,Schema attribute defaultHidingValue changed
dfeb0861-698c-40a2-b668-7577f9651d2f,Schema attribute GC flag changed
c5843a33-af65-44dc-8213-25236744583e,Schema attribute indexing flag changed
11ee4847-eda9-4c5c-b07a-5bd2521b0454,Schema attribute RODC Filtered flag changed
d5fc329b-ee30-47f1-9b77-60b4508e120f,Schema class added
c6981625-e30a-44c7-bb03-7ddfc6a9aeb1,Schema class default security descriptor changed
b8332a30-c21f-4df0-918d-64ab8fbc6e02,Schema object disabled
15ac8697-9122-4fdb-8e86-f8dd6c8194e4,Schema object enabled
2e82c07e-75ee-45ca-ae37-dffca29cd5e6,Schema version changed
19b36478-e3e9-4b49-930d-0c73ff199e6b,Active Directory protection template added
9a39128d-2544-4bc1-8a2b-8a899d08f21e,Active Directory protection template changed
99822926-e8e9-4252-be55-7da8b6337ab7,Active Directory protection template disabled
82fbfd10-5d34-4593-b13e-8221ed81c51b,Active Directory protection template enabled
7e4db9e0-80d5-4db9-bc15-ba98931870e4,Active Directory protection template removed
e3a11296-91b6-4c1c-b3d6-6e7ef1e51a3f,AD query container added
6729315c-1899-4f95-9382-24ffc996abd6,AD query container disabled
bce22743-ce5f-48d0-a7fa-18537c569a74,AD query container enabled
2f377835-58fd-40a5-a094-b451753c3cb5,AD query container removed
3f6125b8-1c5c-4eb8-83e8-7880829b16bc,ADAM Attribute severity changed
9775c61e-a4e2-4bd0-92e4-b318cc0460c0,ADAM monitoring point added
fc00bad7-f521-4d66-94f9-296dd21ddbf3,ADAM monitoring point removed
014f56f0-fcbd-46d5-b413-814ac4054c2e,ADAM monitoring scope disabled
c9d2cc67-8eb8-4f72-892d-829a1a4bba09,ADAM monitoring scope enabled
47eb9970-9b17-4d06-a7f9-292d20b6f910,ADAM protection template added
af00fef9-338f-4fa0-bb61-d8cd18ba2a98,ADAM protection template changed
1c7e981d-e919-4157-9df5-f7be9a1d43da,ADAM protection template disabled
783086e3-a548-4650-a58a-b23a3a2bd235,ADAM protection template enabled
e77f14c3-43d5-44a0-8365-fb308cc1bd25,ADAM protection template removed
5e813e3f-8d7f-4f18-a578-59c1ec763459,Administration account added to Active Directory protection template
3b6148c3-5606-4c94-93ba-917134ff486d,Administration account added to Group Policy protection template
193e6cdb-87c6-42a2-a08c-d478ebf0c38d,Administration account removed from Active Directory protection template
bbfbc6d9-7db9-4606-ad36-cd2201edba8e,Administration account removed from Group Policy protection template
57b57f1e-b3cd-48a9-9638-a73c98905fc8,Agent added to EMC auditing template
7feee118-ab7d-4ced-9b25-b99589493761,Agent added to FluidFS auditing template
6e762665-8e16-4a7e-a117-8e5938163b91,Agent added to NetApp auditing template
e87ccb3e-debc-4171-9c82-7160b5afd0f1,Agent added to SharePoint auditing template
c73de01a-4dc6-422e-9e1a-b7939d6b5afe,Agent added to VMware auditing template
35a6b872-61f6-40a1-aad2-07b79ef96a4d,Agent configuration AD Query delay changed
6ef99683-1a03-40ed-b5f9-f81a7918675f,Agent configuration AD Query elapsed changed
183087fa-5d41-4d6c-abeb-e7cced54fc04,Agent configuration AD Query results changed
4a0dce3a-6db7-47da-b2db-2f2d1a250754,Agent configuration added
47d1f256-d3fe-4072-b1c7-57acbd21d666,Agent configuration agent load threshold changed
5f77f43f-56e2-4b58-8efa-43f990fe4657,Agent configuration assignment changed
65a13985-2f0e-4630-82e3-8a93a5aaee13,Agent configuration connection days changed
5c669265-eb7d-4169-8339-d4e03c722faf,Agent configuration connection from time changed
a23866b1-0e9a-464b-b570-07cc64b0515c,Agent configuration connection to time changed
0f835ea2-bc87-4c78-bb67-4345c28ec2f0,Agent configuration exchange auditing delay changed
c8b5d53c-3b11-4cb3-aaca-b298409258f0,Agent configuration file system auditing changed
19bd6f74-380a-407d-b51a-9d42807569a2,Agent configuration file system auditing delay changed
be896f96-ae46-4858-a9e9-1e41ecdde55b,Agent configuration forwarding interval changed
be55fa42-b2af-44a0-9979-0f6f42e008aa,Agent configuration max events per connection changed
14699ae8-f667-4e67-bb25-19ed86361664,Agent configuration polling interval changed
0a0d1ab3-8de6-48ba-9bd0-f1b54a295907,Agent configuration removed
399242e8-5ee5-4bfd-b438-64695e5689f2,Agent configuration renamed
403dc28f-117e-4fdf-b6e4-669243dae0be,Agent configuration retry interval changed
9121c6d4-64be-43a9-954e-361cb5530f60,Agent configuration service port changed
c5632ffd-18e1-4467-854d-c4a9bbcec897,Agent configuration SonicWALL AppFlow port changed
5b2e944d-ac72-4a1a-9682-1e38f93c7436,Agent configuration SonicWALL data cache interval changed
79495b10-84ed-401f-9802-e914014e8501,Agent configuration SonicWALL processing idle time changed
92d8fad3-a850-4dfa-af15-01984535b7ca,Agent configuration SonicWALL processing interval changed
ee664ebe-744c-408a-855e-8e26d3da10b4,Agent configuration SonicWALL purge idle time changed
e193acad-2521-4082-abe9-c6bdcb0be91f,Agent configuration SonicWALL purge interval changed
e5306605-2300-4586-b2fd-02295adf8822,Agent configuration vmware polling interval changed
24e9a3bd-b411-456f-b3a6-fc0c71e60dc1,Agent Heartbeat check disabled
f533e115-4da6-47db-960d-f1f585fb11a8,Agent Heartbeat check enabled
55ccbb01-8174-48ea-9c17-5d08c420bcee,Agent Heartbeat check minutes changed
b518c2c2-14b3-4f57-9d51-862cb1fd4126,Agent removed from EMC auditing template
905da153-abe7-4ea3-9d7d-e5fad828e0c9,Agent removed from FluidFS auditing template
a0bf9407-06b8-4151-a0ec-6df222b05ce5,Agent removed from NetApp auditing template
eaad705b-d303-4946-85e5-27793a8f0355,Agent removed from SharePoint auditing template
bf37652c-0ef4-4338-b750-dd5b230b1113,Agent removed from VMware auditing template
fe1bbb5b-e419-46ab-a826-3337095a5692,Agent service has more than 100 events waiting
5b0941ff-6767-4e9b-b1ed-50dff0e31f38,Agent service has reached a critical load
af2ece34-5cd2-4d73-93f6-254ab90a2893,Agent service has returned to normal operations
edd15f80-a02a-4ed1-b153-638d0e54663f,Archive job added
94b85f26-f9c4-4b62-b9b8-baf807b7be3d,Archive job changed
13ce914d-8f82-438a-908d-925369158941,Archive job disabled
5d82f5a9-e619-450d-b0e3-c6544498233d,Archive job enabled
6b1b2e44-d6f6-45cb-81dc-34cb1d540e10,Archive job removed
5dcd3533-26df-4946-affb-a2db2d67dd84,Attribute added to Active Directory protection
e7437065-8c51-45ef-9e5b-c016364e080c,Attribute added to ADAM monitoring
0640b502-fc51-4d43-a6ee-79f5caf41005,Attribute added to ADAM protection
d19c108c-9886-43e7-a129-5bf5160bd889,Attribute added to monitoring
007af548-2d6b-4974-b052-79988c57caa7,Attribute removed from Active Directory protection
81c75d94-473c-4ef8-8b95-4947292674eb,Attribute removed from ADAM monitoring
374320ff-e502-41da-aeeb-8822c277121f,Attribute removed from ADAM protection
1ecfd59e-4bf7-460a-ae33-8e1b2cde55a1,Attribute removed from monitoring
3c3231b3-858c-4f74-b9d5-3998a330109c,Attribute severity changed
e814b53b-48ac-4dd4-b649-5b225763980a,Audit event description changed
6df15ffb-5d47-4866-b297-0a2442255295,Audit event disabled
